time;Engine speed: ---;Short term adaptation of mixture formation bank 1: ---;Misfire sum counter: ---;Long term adaptation of mixture formation bank 1: ---;Fuel Pressure: ---;Absolute intake pressure: ---;Target position of EVAP canister valve: ---;Charge press. ctrl.: Charge air pressure 1, specified value;Ignition timing adjustment cylinder 1: ---;Air mass, actual value (mg/stroke): ---;Timing angle retardation cylinder 1: ---;Timing angle retardation cylinder 2: ---;Timing angle retardation cylinder 3: ---;Timing angle retardation cylinder 4: ---;Wear index: ---
490473;1626.0;-3.1;0.0;0.8;17920.0;74.0;0.0;78.34;15.5;268.14;0.0;0.0;0.0;0.0;1.64E-6
491403;1699.0;-6.3;0.0;0.8;18490.0;84.0;0.0;87.5;13.0;327.67;0.0;0.0;0.0;0.0;1.64E-6
492393;1707.0;-3.1;0.0;0.8;18880.0;88.0;0.0;93.03;10.5;327.67;0.0;0.0;0.0;0.0;1.58E-6
493322;1778.0;-0.8;0.0;0.8;19550.0;89.0;3.9;86.84;18.0;327.67;0.0;0.0;0.0;0.0;1.58E-6
494253;1807.0;-3.9;0.0;0.8;17420.0;78.0;8.6;81.44;14.5;327.67;0.0;0.0;0.0;0.0;1.58E-6
495211;1852.0;-3.9;0.0;0.8;17420.0;76.0;11.8;79.0;15.0;325.23;0.0;0.0;0.0;0.0;1.68E-6
496142;1889.0;-3.1;0.0;0.8;17390.0;76.0;16.1;79.72;15.5;298.85;0.0;0.0;0.0;0.0;1.68E-6
497076;1915.0;-3.1;0.0;0.8;16460.0;70.0;15.3;78.34;17.0;292.51;0.0;0.0;0.0;0.0;1.42E-6
498029;1941.0;-3.9;0.0;0.8;16300.0;70.0;14.9;78.34;21.0;180.96;0.0;0.0;0.0;0.0;1.42E-6
498997;1974.0;-5.5;0.0;0.8;12960.0;45.0;8.6;78.34;26.0;162.52;0.0;0.0;0.0;0.0;1.42E-6
499921;1948.0;-6.3;0.0;0.8;9060.0;46.0;9.0;78.34;-1.0;169.41;0.0;0.0;0.0;0.0;8.4E-7
500851;1330.0;-6.3;0.0;0.0;11090.0;60.0;0.0;78.34;18.5;217.61;0.0;0.0;0.0;0.0;8.4E-7
501813;1332.0;-7.8;0.0;0.0;11290.0;60.0;0.0;78.34;18.5;213.35;0.0;0.0;0.0;0.0;8.4E-7
502741;1326.0;-8.6;0.0;0.0;10080.0;34.0;0.0;78.34;2.0;88.62;0.0;0.0;0.0;0.0;6.6E-7
503673;1255.0;0.0;0.0;-6.3;8520.0;19.0;0.0;78.34;34.5;80.1;0.0;0.0;0.0;0.0;6.6E-7
504629;1223.0;0.0;0.0;-7.8;8490.0;21.0;0.0;78.34;32.5;75.33;0.0;0.0;0.0;0.0;1.6E-7
505563;1157.0;0.0;0.0;-8.6;8620.0;22.0;0.0;78.34;30.5;77.21;0.0;0.0;0.0;0.0;1.6E-7
506523;1085.0;0.0;0.0;-12.5;8710.0;22.0;0.0;78.34;31.0;74.86;0.0;0.0;0.0;0.0;1.6E-7
507483;1031.0;0.0;0.0;-12.5;8500.0;35.0;0.0;78.34;-11.5;224.45;0.0;0.0;0.0;0.0;0.0
508414;1474.0;0.0;0.0;0.8;11320.0;88.0;0.0;90.41;9.5;327.67;0.0;0.0;0.0;0.0;0.0
509343;1527.0;-0.8;0.0;0.8;15860.0;78.0;0.0;78.34;15.5;281.17;0.0;0.0;0.0;0.0;1.2E-6
510275;1538.0;-4.7;0.0;0.8;16670.0;76.0;0.0;80.06;15.0;303.3;0.0;0.0;0.0;0.0;1.2E-6
511202;1548.0;-4.7;0.0;0.8;18430.0;94.0;0.0;91.28;12.5;305.78;0.0;0.0;0.0;0.0;1.2E-6
512162;1536.0;-7.8;0.0;-3.1;17010.0;19.0;0.0;78.34;-5.5;75.35;0.0;0.0;0.0;0.0;1.12E-6
513151;1503.0;0.0;0.0;-2.3;14650.0;22.0;0.0;78.34;-0.5;183.63;0.0;0.0;0.0;0.0;1.12E-6
514083;1492.0;0.0;0.0;0.8;13530.0;68.0;0.0;78.34;18.0;257.01;0.0;0.0;0.0;0.0;5.4E-7
515013;1498.0;-4.7;0.0;0.8;14480.0;70.0;0.0;78.34;18.0;257.73;0.0;0.0;0.0;0.0;5.4E-7
515946;1509.0;-6.3;0.0;0.8;14840.0;69.0;0.0;78.34;17.5;257.66;0.0;0.0;0.0;0.0;5.4E-7
516875;1514.0;-6.3;0.0;0.8;14850.0;70.0;0.0;78.34;19.5;228.01;0.0;0.0;0.0;0.0;9.2E-7
517834;1516.0;-6.3;0.0;0.8;13260.0;64.0;0.0;78.34;20.0;235.71;0.0;0.0;0.0;0.0;9.2E-7
518764;1521.0;-7.0;0.0;0.8;13210.0;64.0;4.3;78.34;19.5;227.25;0.0;0.0;0.0;0.0;8.2E-7
519784;1531.0;-7.0;0.0;0.8;13150.0;64.0;5.9;78.34;20.0;230.05;0.0;0.0;0.0;0.0;8.2E-7
520714;1542.0;-6.3;0.0;0.8;13290.0;63.0;7.8;78.34;19.5;226.34;0.0;0.0;0.0;0.0;8.2E-7
521673;1543.0;-5.5;0.0;-0.8;12580.0;24.0;0.0;78.34;7.0;77.57;0.0;0.0;0.0;0.0;7.6E-7
522605;1484.0;0.0;0.0;-3.1;10050.0;20.0;0.0;78.34;-3.0;76.26;0.0;0.0;0.0;0.0;7.6E-7
523565;1493.0;0.0;0.0;-3.1;7450.0;19.0;0.0;78.34;32.5;79.97;0.0;0.0;0.0;0.0;2.4E-7
524493;1475.0;-14.1;0.0;-1.6;6540.0;32.0;4.7;78.34;12.5;105.53;0.0;0.0;0.0;0.0;2.4E-7
525452;1440.0;-12.5;0.0;-4.7;5400.0;19.0;0.0;78.34;-17.5;74.2;0.0;0.0;0.0;0.0;2.4E-7
526385;1434.0;0.0;0.0;-3.9;5220.0;22.0;0.0;78.34;32.5;75.16;0.0;0.0;0.0;0.0;2.0E-7
527314;1415.0;0.0;0.0;-3.9;5330.0;22.0;0.0;78.34;32.5;80.41;0.0;0.0;0.0;0.0;2.0E-7
528243;1392.0;0.0;0.0;-4.7;5440.0;22.0;0.0;78.34;32.0;78.46;0.0;0.0;0.0;0.0;2.0E-7
529204;1371.0;0.0;0.0;-4.7;5520.0;22.0;0.0;78.34;32.0;79.37;0.0;0.0;0.0;0.0;0.0
530134;1357.0;0.0;0.0;-4.7;5590.0;22.0;0.0;78.34;33.0;77.02;0.0;0.0;0.0;0.0;0.0
531063;1343.0;0.0;0.0;-5.5;5650.0;22.0;0.0;78.34;32.5;78.91;0.0;0.0;0.0;0.0;0.0
531993;1335.0;0.0;0.0;-5.5;5700.0;22.0;0.0;78.34;33.0;79.29;0.0;0.0;0.0;0.0;0.0
532952;1312.0;0.0;0.0;-5.5;5750.0;22.0;0.0;78.34;32.0;79.29;0.0;0.0;0.0;0.0;0.0
533886;1273.0;0.0;0.0;-6.3;5800.0;22.0;0.0;78.34;32.0;79.99;0.0;0.0;0.0;0.0;0.0
534814;1268.0;0.0;0.0;-2.3;6140.0;28.0;0.0;78.34;-6.5;205.04;0.0;0.0;0.0;0.0;0.0
535744;1435.0;0.0;0.0;0.8;10580.0;99.0;0.0;194.0;9.0;327.67;0.0;0.0;0.0;0.0;9.8E-7
536674;1961.0;-1.6;0.0;0.8;14270.0;24.0;0.0;78.34;-7.0;78.76;0.0;0.0;0.0;0.0;9.8E-7
537606;1802.0;0.0;0.0;0.8;12930.0;21.0;0.0;78.34;34.0;75.98;0.0;0.0;0.0;0.0;9.8E-7
538533;1648.0;0.0;0.0;0.0;13010.0;22.0;0.0;78.34;34.5;79.46;0.0;0.0;0.0;0.0;4.8E-7
539492;1621.0;0.0;0.0;-1.6;13010.0;21.0;0.0;78.34;33.5;80.67;0.0;0.0;0.0;0.0;4.8E-7
540456;1545.0;0.0;0.0;-3.1;13040.0;21.0;0.0;78.34;33.5;77.59;0.0;0.0;0.0;0.0;0.0
541388;1526.0;0.0;0.0;-3.1;13040.0;22.0;0.0;78.34;33.5;78.72;0.0;0.0;0.0;0.0;0.0
542344;1553.0;0.0;0.0;0.0;11440.0;44.0;0.0;78.34;5.0;235.01;0.0;0.0;0.0;0.0;0.0
543273;1614.0;-0.8;0.0;0.8;14940.0;69.0;0.0;78.34;16.5;213.52;0.0;0.0;0.0;0.0;5.6E-7
544201;1593.0;-6.3;0.0;-3.1;12550.0;19.0;0.0;78.34;-10.0;85.1;0.0;0.0;0.0;0.0;5.6E-7
545134;1317.0;0.0;0.0;-6.3;10730.0;21.0;0.0;78.34;33.5;79.35;0.0;0.0;0.0;0.0;3.4E-7
546064;1126.0;0.0;0.0;-8.6;10830.0;22.0;0.0;78.34;30.5;79.54;0.0;0.0;0.0;0.0;3.4E-7
546994;1112.0;0.0;0.0;-9.4;10890.0;22.0;0.0;78.34;31.0;81.39;0.0;0.0;0.0;0.0;3.4E-7
547924;1085.0;0.0;0.0;-11.7;10920.0;23.0;0.0;78.34;30.5;79.12;0.0;0.0;0.0;0.0;0.0
548854;1076.0;0.0;0.0;-11.7;10950.0;22.0;0.0;78.34;2.0;120.0;0.0;0.0;0.0;0.0;0.0
549784;1093.0;0.0;0.0;0.0;9060.0;42.0;0.0;78.34;12.0;234.08;0.0;0.0;0.0;0.0;0.0
550715;1096.0;-3.9;0.0;0.0;11990.0;79.0;0.0;83.41;9.5;316.95;0.0;0.0;0.0;0.0;3.6E-7
551642;1118.0;-2.3;0.0;0.8;15240.0;81.0;0.0;84.25;11.5;318.85;0.0;0.0;0.0;0.0;3.6E-7
552603;1141.0;-3.9;0.0;0.0;14320.0;44.0;0.0;78.34;-2.0;105.66;0.0;0.0;0.0;0.0;8.6E-7
553566;1124.0;-10.2;0.0;-9.4;12940.0;19.0;0.0;78.34;-16.0;79.52;0.0;0.0;0.0;0.0;8.6E-7
554526;1088.0;0.0;0.0;-11.7;12840.0;23.0;0.0;78.34;31.5;79.18;0.0;0.0;0.0;0.0;8.6E-7
555456;1053.0;0.0;0.0;-13.3;12880.0;23.0;0.0;78.38;30.5;89.65;0.0;0.0;0.0;0.0;6.0E-8
556382;1048.0;0.0;0.0;-3.1;11510.0;42.0;0.0;78.38;6.0;245.54;0.0;0.0;0.0;0.0;6.0E-8
557313;1046.0;0.0;0.0;0.8;12900.0;93.0;0.0;78.34;-13.5;165.74;0.0;0.0;0.0;0.0;5.6E-7
558275;1423.0;0.0;0.0;-4.7;11910.0;18.0;0.0;78.34;-12.5;85.75;0.0;0.0;0.0;0.0;5.6E-7
559232;1368.0;0.0;0.0;-5.5;9830.0;20.0;0.0;78.34;33.0;80.62;0.0;0.0;0.0;0.0;5.6E-7
560163;1298.0;0.0;0.0;-5.5;9930.0;22.0;0.0;78.38;20.0;112.84;0.0;0.0;0.0;0.0;1.4E-7
561094;1274.0;0.0;0.0;0.8;9590.0;59.0;0.0;92.59;1.5;327.67;0.0;0.0;0.0;0.0;1.4E-7
562022;1302.0;1.6;0.0;0.8;13720.0;95.0;0.0;97.53;7.0;327.67;0.0;0.0;0.0;0.0;1.14E-6
562985;1379.0;-1.6;0.0;0.8;17720.0;95.0;0.0;97.44;8.0;327.67;0.0;0.0;0.0;0.0;1.14E-6
563912;1471.0;0.0;0.0;0.8;20080.0;100.0;0.0;99.5;6.5;327.67;0.0;0.0;0.0;0.0;1.14E-6
564843;1549.0;-3.9;0.0;0.8;18670.0;87.0;3.5;90.31;15.0;327.67;0.0;0.0;0.0;0.0;1.76E-6
565773;1660.0;0.0;0.0;0.8;20100.0;99.0;0.0;99.13;8.0;327.67;0.0;0.0;0.0;0.0;1.76E-6
566702;1709.0;0.0;0.0;0.8;19520.0;93.0;0.0;95.06;10.5;327.67;0.0;0.0;0.0;0.0;2.06E-6
567631;1792.0;-1.6;0.0;0.8;18430.0;85.0;3.5;87.72;17.0;327.67;0.0;0.0;0.0;0.0;2.06E-6
568565;1768.0;-5.5;0.0;0.8;17070.0;74.0;0.0;78.34;18.0;221.34;0.0;0.0;0.0;0.0;2.06E-6
569494;1289.0;-7.0;0.0;0.8;14370.0;65.0;0.0;78.38;17.5;264.57;0.0;0.0;0.0;0.0;1.16E-6
570426;1312.0;-8.6;0.0;0.8;15860.0;84.0;0.0;86.72;14.0;327.08;0.0;0.0;0.0;0.0;1.16E-6
571355;1309.0;-6.3;0.0;0.8;16170.0;82.0;3.1;84.81;14.0;327.67;0.0;0.0;0.0;0.0;1.16E-6
572315;1330.0;-5.5;0.0;0.8;18340.0;90.0;0.0;92.41;10.0;327.67;0.0;0.0;0.0;0.0;1.04E-6
573272;1345.0;-7.0;0.0;0.8;18260.0;89.0;0.0;91.94;10.0;327.67;0.0;0.0;0.0;0.0;1.04E-6
574233;1350.0;-7.8;0.0;0.0;16950.0;46.0;0.0;78.38;21.0;172.61;0.0;0.0;0.0;0.0;1.1E-6
575163;1351.0;-11.7;0.0;0.0;14340.0;51.0;0.0;78.34;2.5;268.2;0.0;0.0;0.0;0.0;1.1E-6
576123;1356.0;-9.4;0.0;0.8;16390.0;80.0;0.0;84.22;14.0;311.37;0.0;0.0;0.0;0.0;1.1E-6
577052;1358.0;-7.0;0.0;0.8;16370.0;81.0;0.0;84.31;14.0;308.55;0.0;0.0;0.0;0.0;8.2E-7
577982;1378.0;-6.3;0.0;0.8;16520.0;81.0;0.0;83.66;14.0;313.07;0.0;0.0;0.0;0.0;8.2E-7
578913;1417.0;-6.3;0.0;0.8;18000.0;87.0;0.0;89.72;12.5;327.67;0.0;0.0;0.0;0.0;1.1E-6
579844;1629.0;-1.6;0.0;0.8;20150.0;109.0;0.0;191.88;7.0;327.67;0.0;0.0;0.0;0.0;1.1E-6
580777;2219.0;-2.3;0.0;0.8;23020.0;177.0;0.0;204.66;-2.5;327.67;0.0;0.0;0.0;0.0;1.1E-6
581736;2507.0;0.8;0.0;0.8;22980.0;220.0;0.0;217.25;-4.5;327.67;0.0;0.0;0.0;0.0;5.46E-6
582721;2835.0;1.6;0.0;0.8;22970.0;216.0;0.0;199.94;-1.0;327.67;0.0;0.0;0.0;0.0;5.46E-6
583660;3171.0;1.6;0.0;0.8;22830.0;180.0;0.0;170.53;3.5;327.67;0.0;0.0;0.0;0.0;1.0E-5
584582;2496.0;0.0;0.0;0.8;22900.0;205.0;0.0;206.34;-2.5;327.67;0.0;0.0;0.0;0.0;1.0E-5
585512;2527.0;0.8;0.0;0.8;22880.0;200.0;0.0;193.5;-0.5;327.67;0.0;0.0;0.0;0.0;1.0E-5
586473;2640.0;0.8;0.0;0.8;22850.0;175.0;0.0;156.91;2.5;327.67;0.0;0.0;0.0;0.0;8.14E-6
587434;2707.0;0.0;0.0;0.8;22870.0;149.0;0.0;177.91;-1.5;327.67;0.0;0.0;0.0;0.0;8.14E-6
588395;1916.0;-1.6;0.0;0.8;22950.0;169.0;0.0;175.38;-1.5;327.67;0.0;0.0;0.0;0.0;5.6E-6
589325;1935.0;-0.8;0.0;0.8;22890.0;147.0;23.5;170.69;-1.0;327.67;0.0;0.0;0.0;0.0;5.6E-6
590257;1965.0;-1.6;0.0;0.8;22850.0;161.0;0.0;167.78;-1.0;327.67;0.0;0.0;0.0;0.0;5.6E-6
591185;1991.0;-0.8;0.0;0.8;22840.0;162.0;23.1;165.91;-1.0;327.67;0.0;0.0;0.0;0.0;4.96E-6
592114;2011.0;-0.8;0.0;0.8;22860.0;165.0;23.5;179.16;-1.5;327.67;0.0;0.0;0.0;0.0;4.96E-6
593074;2045.0;-0.8;0.0;0.8;22940.0;176.0;23.5;173.28;-1.0;327.67;0.0;0.0;0.0;0.0;5.54E-6
594004;2069.0;-0.8;0.0;0.8;22880.0;162.0;23.5;142.63;1.5;327.67;0.0;0.0;0.0;0.0;5.54E-6
594963;2085.0;-2.3;0.0;0.8;20880.0;88.0;0.0;91.75;14.0;327.67;0.0;0.0;0.0;0.0;5.54E-6
595895;1812.0;-4.7;0.0;0.8;17970.0;83.0;3.5;88.47;12.5;320.15;0.0;0.0;0.0;0.0;3.04E-6
596854;1561.0;-8.6;0.0;0.8;16920.0;90.0;0.0;94.41;9.5;327.67;0.0;0.0;0.0;0.0;3.04E-6
597812;1568.0;-3.9;0.0;0.8;20350.0;105.0;0.0;119.06;1.5;327.67;0.0;0.0;0.0;0.0;3.04E-6
598775;1582.0;-2.3;0.0;0.8;21450.0;124.0;0.0;132.0;3.0;327.67;0.0;0.0;0.0;0.0;1.92E-6
599764;1600.0;-0.8;0.0;0.8;22510.0;133.0;17.3;122.22;2.0;327.67;0.0;0.0;0.0;0.0;1.92E-6
600693;1615.0;0.0;0.0;0.8;21310.0;121.0;18.0;142.84;3.0;327.67;0.0;0.0;0.0;0.0;3.06E-6
601627;1639.0;0.0;0.0;0.8;22370.0;132.0;18.8;139.34;2.0;327.67;0.0;0.0;0.0;0.0;3.06E-6
602552;1651.0;0.0;0.0;0.8;21370.0;91.0;0.0;94.22;8.0;327.67;0.0;0.0;0.0;0.0;3.06E-6
603516;1673.0;-0.8;0.0;0.8;21320.0;119.0;0.0;121.34;4.5;327.67;0.0;0.0;0.0;0.0;2.94E-6
604443;1684.0;-0.8;0.0;0.8;20870.0;118.0;19.2;120.66;4.5;327.67;0.0;0.0;0.0;0.0;2.94E-6
605405;1695.0;-0.8;0.0;0.8;20870.0;118.0;20.0;119.59;5.0;327.67;0.0;0.0;0.0;0.0;2.88E-6
606335;1703.0;-0.8;0.0;0.8;20570.0;115.0;20.0;116.91;5.0;327.67;0.0;0.0;0.0;0.0;2.88E-6
607293;1716.0;-0.8;0.0;0.8;20510.0;109.0;0.0;111.75;3.5;327.67;0.0;0.0;0.0;0.0;2.88E-6
608224;1732.0;-0.8;0.0;0.8;20520.0;109.0;20.8;111.06;4.5;327.67;0.0;0.0;0.0;0.0;2.78E-6
609153;1743.0;0.0;0.0;0.8;20390.0;108.0;20.8;110.0;4.5;327.67;0.0;0.0;0.0;0.0;2.78E-6
610144;1753.0;0.0;0.0;0.8;20310.0;107.0;21.6;110.13;4.5;327.67;0.0;0.0;0.0;0.0;2.7E-6
611104;1765.0;0.0;0.0;0.8;20340.0;107.0;21.6;109.53;5.0;327.67;0.0;0.0;0.0;0.0;2.7E-6
612066;1773.0;0.0;0.0;0.8;20300.0;106.0;0.0;109.16;5.0;327.67;0.0;0.0;0.0;0.0;2.7E-6
612992;1776.0;0.0;0.0;0.8;20260.0;107.0;21.6;109.31;5.0;327.67;0.0;0.0;0.0;0.0;2.7E-6
613954;1781.0;0.0;0.0;0.8;20240.0;106.0;21.6;109.34;5.0;327.67;0.0;0.0;0.0;0.0;2.7E-6
614917;1782.0;0.0;0.0;0.8;20240.0;106.0;21.6;109.06;5.0;327.67;0.0;0.0;0.0;0.0;2.74E-6
615847;1786.0;0.0;0.0;0.8;20240.0;106.0;21.6;108.66;5.0;327.67;0.0;0.0;0.0;0.0;2.74E-6
616805;1788.0;0.0;0.0;0.8;20270.0;106.0;21.6;108.78;5.5;327.67;0.0;0.0;0.0;0.0;2.74E-6
617795;1793.0;0.0;0.0;0.8;20260.0;106.0;21.6;108.84;5.5;327.67;0.0;0.0;0.0;0.0;2.72E-6
618722;1791.0;0.0;0.0;0.8;20220.0;106.0;21.6;108.94;5.5;327.67;0.0;0.0;0.0;0.0;2.72E-6
619683;1789.0;0.0;0.0;0.8;20220.0;106.0;21.6;108.69;5.0;327.67;0.0;0.0;0.0;0.0;2.72E-6
620614;1791.0;0.0;0.0;0.8;20260.0;106.0;21.6;108.75;5.0;327.67;0.0;0.0;0.0;0.0;2.72E-6
621605;1787.0;0.0;0.0;0.8;20170.0;106.0;21.6;108.78;5.5;327.67;0.0;0.0;0.0;0.0;2.72E-6
622535;1791.0;0.0;0.0;0.8;20280.0;106.0;21.6;108.69;5.5;327.67;0.0;0.0;0.0;0.0;2.74E-6
623490;1798.0;0.0;0.0;0.8;20190.0;98.0;21.2;100.94;8.0;327.67;0.0;0.0;0.0;0.0;2.74E-6
624425;1796.0;-1.6;0.0;0.8;19870.0;97.0;20.8;100.72;8.0;327.67;0.0;0.0;0.0;0.0;2.56E-6
625356;1805.0;-1.6;0.0;0.8;19810.0;96.0;20.8;99.53;8.5;327.67;0.0;0.0;0.0;0.0;2.56E-6
626317;1811.0;-1.6;0.0;0.8;19800.0;96.0;20.4;99.38;8.5;327.67;0.0;0.0;0.0;0.0;2.56E-6
627275;1813.0;-2.3;0.0;0.8;19770.0;97.0;20.4;99.72;8.5;327.67;0.0;0.0;0.0;0.0;2.4E-6
628208;1818.0;-2.3;0.0;0.8;19760.0;97.0;20.4;99.44;8.5;327.67;0.0;0.0;0.0;0.0;2.4E-6
629136;1819.0;-2.3;0.0;0.8;19760.0;96.0;20.4;99.34;8.5;327.67;0.0;0.0;0.0;0.0;2.38E-6
630066;1814.0;-1.6;0.0;0.8;19800.0;96.0;20.4;99.38;8.5;327.67;0.0;0.0;0.0;0.0;2.38E-6
630994;1814.0;-1.6;0.0;0.8;19790.0;96.0;20.4;99.28;8.5;327.67;0.0;0.0;0.0;0.0;2.38E-6
631925;1811.0;-1.6;0.0;0.8;19760.0;97.0;20.4;99.31;8.5;327.67;0.0;0.0;0.0;0.0;2.4E-6
632855;1812.0;-1.6;0.0;0.8;19800.0;97.0;20.4;99.63;8.5;327.67;0.0;0.0;0.0;0.0;2.4E-6
633786;1804.0;-1.6;0.0;0.8;19810.0;96.0;20.4;99.72;8.5;327.67;0.0;0.0;0.0;0.0;2.4E-6
634711;1803.0;-2.3;0.0;0.8;19790.0;97.0;20.4;99.78;8.5;327.67;0.0;0.0;0.0;0.0;2.38E-6
635677;1796.0;-1.6;0.0;0.8;19790.0;97.0;20.4;99.66;8.5;327.67;0.0;0.0;0.0;0.0;2.38E-6
636605;1803.0;-0.8;0.0;0.8;20150.0;102.0;21.6;104.13;7.0;327.67;0.0;0.0;0.0;0.0;2.48E-6
637535;1792.0;-1.6;0.0;0.8;20010.0;101.0;21.6;103.84;7.0;327.67;0.0;0.0;0.0;0.0;2.48E-6
638466;1790.0;-1.6;0.0;0.8;20020.0;101.0;21.6;104.13;6.5;327.67;0.0;0.0;0.0;0.0;2.48E-6
639430;1791.0;-1.6;0.0;0.8;20020.0;101.0;21.6;104.28;6.5;327.67;0.0;0.0;0.0;0.0;2.56E-6
640352;1789.0;-0.8;0.0;0.8;19980.0;101.0;21.6;104.41;6.5;327.67;0.0;0.0;0.0;0.0;2.56E-6
641314;1789.0;-0.8;0.0;0.8;19980.0;101.0;21.6;104.25;6.5;327.67;0.0;0.0;0.0;0.0;2.54E-6
642247;1793.0;-0.8;0.0;0.8;20030.0;101.0;21.6;104.22;6.5;327.67;0.0;0.0;0.0;0.0;2.54E-6
643176;1793.0;-0.8;0.0;0.8;20070.0;101.0;21.6;104.13;6.5;327.67;0.0;0.0;0.0;0.0;2.54E-6
644104;1793.0;-0.8;0.0;0.8;20070.0;101.0;21.6;104.06;7.0;327.67;0.0;0.0;0.0;0.0;2.56E-6
645035;1793.0;-0.8;0.0;0.8;20030.0;101.0;21.6;104.16;7.0;327.67;0.0;0.0;0.0;0.0;2.56E-6
645964;1797.0;-0.8;0.0;0.8;20030.0;101.0;21.6;104.13;7.0;327.67;0.0;0.0;0.0;0.0;2.56E-6
646894;1797.0;-0.8;0.0;0.8;20060.0;101.0;21.6;104.13;7.0;327.67;0.0;0.0;0.0;0.0;2.56E-6
647853;1796.0;-0.8;0.0;0.8;20050.0;101.0;21.6;103.88;7.0;327.67;0.0;0.0;0.0;0.0;2.56E-6
648783;1795.0;-0.8;0.0;0.8;19950.0;93.0;0.0;78.44;-7.0;120.41;0.0;0.0;0.0;0.0;2.52E-6
649714;1734.0;0.0;0.0;0.0;17160.0;19.0;0.0;78.44;34.5;78.15;0.0;0.0;0.0;0.0;2.52E-6
650647;1728.0;0.0;0.0;0.0;17220.0;21.0;0.0;78.44;34.5;73.04;0.0;0.0;0.0;0.0;2.52E-6
651573;1681.0;0.0;0.0;-0.8;17320.0;21.0;0.0;78.44;33.5;73.65;0.0;0.0;0.0;0.0;1.8E-7
652504;1612.0;0.0;0.0;-1.6;17390.0;21.0;0.0;78.44;33.5;74.33;0.0;0.0;0.0;0.0;1.8E-7
653464;1548.0;0.0;0.0;-3.1;17430.0;21.0;0.0;78.44;33.0;74.41;0.0;0.0;0.0;0.0;0.0
654392;1484.0;0.0;0.0;-3.1;17460.0;22.0;0.0;78.44;33.0;75.05;0.0;0.0;0.0;0.0;0.0
