time;Engine speed: ---;Short term adaptation of mixture formation bank 1: ---;Misfire sum counter: ---;Long term adaptation of mixture formation bank 1: ---;Fuel Pressure: ---;Absolute intake pressure: ---;Target position of EVAP canister valve: ---;Charge press. ctrl.: Charge air pressure 1, specified value;Ignition timing adjustment cylinder 1: ---;Air mass, actual value (mg/stroke): ---;Timing angle retardation cylinder 1: ---;Timing angle retardation cylinder 2: ---;Timing angle retardation cylinder 3: ---;Timing angle retardation cylinder 4: ---;Wear index: ---
822365;1855.0;0.0;0.0;0.8;17470.0;78.0;98.0;81.34;14.5;324.98;0.0;0.0;0.0;0.0;2.24E-6
823323;1891.0;7.0;0.0;0.8;15970.0;53.0;0.0;78.25;8.5;93.02;0.0;0.0;0.0;0.0;2.24E-6
824288;1875.0;-11.7;0.0;0.8;12200.0;20.0;0.0;78.25;32.0;159.51;0.0;0.0;0.0;0.0;1.1E-6
825216;1887.0;-10.9;0.0;0.8;13460.0;74.0;38.8;80.5;15.5;317.54;0.0;0.0;0.0;0.0;1.1E-6
826175;1926.0;-2.3;0.0;0.8;16320.0;60.0;68.2;78.28;20.5;218.62;0.0;0.0;0.0;0.0;9.8E-7
827107;1976.0;11.7;0.0;0.8;12420.0;47.0;31.4;78.28;18.5;96.18;0.0;0.0;0.0;0.0;9.8E-7
828036;1878.0;3.9;0.0;0.8;8650.0;18.0;12.5;78.25;6.5;79.71;0.0;0.0;0.0;0.0;9.8E-7
828963;1555.0;0.0;0.0;0.0;6660.0;40.0;3.9;78.25;18.0;248.95;0.0;0.0;0.0;0.0;4.8E-7
829893;1374.0;0.0;0.0;0.8;10960.0;59.0;18.0;78.28;19.0;205.86;0.0;0.0;0.0;0.0;4.8E-7
830826;1393.0;0.0;0.0;0.0;11000.0;57.0;58.8;78.28;20.0;207.31;0.0;0.0;0.0;0.0;7.0E-7
831786;1407.0;8.6;0.0;-4.7;9520.0;19.0;0.0;78.28;-16.0;83.8;0.0;0.0;0.0;0.0;7.0E-7
832745;1388.0;0.0;0.0;-4.7;8870.0;22.0;0.0;78.28;32.5;78.99;0.0;0.0;0.0;0.0;7.0E-7
833689;1390.0;0.0;0.0;-3.9;8760.0;21.0;0.0;78.28;-7.5;175.34;0.0;0.0;0.0;0.0;1.2E-7
834636;1426.0;0.0;0.0;0.8;10990.0;81.0;0.0;88.78;12.5;327.67;0.0;0.0;0.0;0.0;1.2E-7
835566;1460.0;-0.8;0.0;0.8;15430.0;83.0;73.7;84.34;14.0;318.05;0.0;0.0;0.0;0.0;1.06E-6
836495;1463.0;5.5;0.0;0.8;16280.0;79.0;98.8;86.19;14.0;327.67;0.0;0.0;0.0;0.0;1.06E-6
837455;1493.0;7.8;0.0;0.8;16410.0;76.0;91.0;78.31;19.0;223.5;0.0;0.0;0.0;0.0;1.06E-6
838386;1509.0;9.4;0.0;0.8;14050.0;65.0;82.0;78.34;19.0;232.85;0.0;0.0;0.0;0.0;9.6E-7
839316;1514.0;7.8;0.0;0.8;13440.0;65.0;90.6;78.34;19.5;234.01;0.0;0.0;0.0;0.0;9.6E-7
840243;1514.0;7.0;0.0;-0.8;12570.0;25.0;0.0;78.34;-16.0;79.57;0.0;0.0;0.0;0.0;9.6E-7
841174;1398.0;0.0;0.0;-4.7;11380.0;21.0;0.0;78.34;31.5;76.39;0.0;0.0;0.0;0.0;5.8E-7
842108;1336.0;0.0;0.0;-5.5;11490.0;22.0;0.0;78.34;33.5;76.89;0.0;0.0;0.0;0.0;5.8E-7
843035;1277.0;0.0;0.0;-6.3;11570.0;22.0;0.0;78.34;33.0;80.79;0.0;0.0;0.0;0.0;0.0
843996;1239.0;0.0;0.0;-6.3;11620.0;22.0;0.0;78.34;31.0;80.5;0.0;0.0;0.0;0.0;0.0
844954;1197.0;0.0;0.0;-7.8;11660.0;21.0;0.0;78.34;31.0;75.96;0.0;0.0;0.0;0.0;0.0
845945;1156.0;0.0;0.0;-8.6;11700.0;23.0;0.0;78.34;32.0;81.03;0.0;0.0;0.0;0.0;0.0
846873;1139.0;0.0;0.0;-1.6;11120.0;33.0;0.0;78.34;-8.5;219.32;0.0;0.0;0.0;0.0;0.0
847805;1157.0;0.0;0.0;0.8;12540.0;96.0;0.0;101.34;5.0;327.67;0.0;0.0;0.0;0.0;7.2E-7
848735;1696.0;3.9;0.0;0.8;17440.0;97.0;62.7;100.63;7.5;327.67;0.0;0.0;0.0;0.0;7.2E-7
849667;1750.0;3.9;0.0;0.8;21030.0;120.0;62.7;120.5;3.5;327.67;0.0;0.0;0.0;0.0;7.2E-7
850601;1793.0;1.6;0.0;0.8;19760.0;100.0;62.4;116.72;6.0;327.67;0.0;0.0;0.0;0.0;2.58E-6
851527;1845.0;0.0;0.0;0.8;19600.0;95.0;62.4;98.25;10.0;327.67;0.0;0.0;0.0;0.0;2.58E-6
852457;1874.0;-1.6;0.0;0.8;17890.0;80.0;95.7;83.16;14.5;327.67;0.0;0.0;0.0;0.0;2.18E-6
853386;1904.0;0.0;0.0;0.8;18620.0;84.0;96.5;87.5;13.5;327.67;0.0;0.0;0.0;0.0;2.18E-6
854317;1913.0;1.6;0.0;0.8;18400.0;84.0;98.0;86.88;13.5;327.67;0.0;0.0;0.0;0.0;2.18E-6
855275;1913.0;0.8;0.0;0.8;16830.0;64.0;99.6;78.34;18.5;258.13;0.0;0.0;0.0;0.0;1.62E-6
856207;1914.0;3.9;0.0;0.8;14800.0;65.0;0.0;78.34;18.5;265.15;0.0;0.0;0.0;0.0;1.62E-6
857145;1855.0;-0.8;0.0;0.8;13200.0;19.0;0.0;78.34;-6.5;74.75;0.0;0.0;0.0;0.0;8.0E-7
858071;1817.0;0.0;0.0;0.8;9830.0;40.0;0.0;78.34;-4.5;327.67;0.0;0.0;0.0;0.0;8.0E-7
859057;1820.0;0.0;0.0;0.8;14780.0;89.0;7.1;91.34;12.0;327.67;0.0;0.0;0.0;0.0;8.0E-7
860016;1823.0;-0.8;0.0;0.8;18700.0;85.0;88.6;87.91;13.0;327.67;0.0;0.0;0.0;0.0;1.5E-6
860947;1831.0;0.8;0.0;0.8;17390.0;77.0;98.4;80.13;14.5;327.61;0.0;0.0;0.0;0.0;1.5E-6
861907;1838.0;3.1;0.0;0.8;16610.0;48.0;0.0;78.34;6.0;91.63;0.0;0.0;0.0;0.0;1.12E-6
862867;1755.0;-9.4;0.0;0.0;13260.0;19.0;0.0;78.34;-13.0;85.75;0.0;0.0;0.0;0.0;1.12E-6
863826;1711.0;0.0;0.0;0.0;12510.0;21.0;0.0;78.34;32.5;75.62;0.0;0.0;0.0;0.0;1.12E-6
864787;1654.0;0.0;0.0;0.0;10850.0;55.0;0.0;93.06;10.5;327.67;0.0;0.0;0.0;0.0;2.6E-7
865718;1624.0;0.0;0.0;0.8;16330.0;92.0;35.3;94.22;11.5;327.67;0.0;0.0;0.0;0.0;2.6E-7
866645;1662.0;0.0;0.0;0.8;19270.0;91.0;68.6;92.47;12.5;327.67;0.0;0.0;0.0;0.0;2.6E-7
867576;1689.0;0.0;0.0;0.8;19220.0;89.0;74.1;91.72;13.5;327.67;0.0;0.0;0.0;0.0;1.94E-6
868534;1705.0;1.6;0.0;0.8;19160.0;89.0;79.6;91.34;14.0;327.67;0.0;0.0;0.0;0.0;1.94E-6
869496;1717.0;0.8;0.0;0.8;19010.0;87.0;86.3;90.31;15.0;327.67;0.0;0.0;0.0;0.0;1.76E-6
870460;1727.0;1.6;0.0;0.8;18950.0;87.0;85.1;89.72;15.5;327.67;0.0;0.0;0.0;0.0;1.76E-6
871414;1738.0;1.6;0.0;0.8;18780.0;86.0;87.5;88.0;17.0;327.67;0.0;0.0;0.0;0.0;1.76E-6
872379;1750.0;2.3;0.0;0.8;18030.0;82.0;98.0;84.75;19.5;327.67;0.0;0.0;0.0;0.0;1.66E-6
873308;1764.0;2.3;0.0;0.8;17730.0;81.0;98.8;83.19;14.0;327.67;0.0;0.0;0.0;0.0;1.66E-6
874234;1773.0;2.3;0.0;0.8;17500.0;78.0;97.6;80.06;14.0;317.1;0.0;0.0;0.0;0.0;1.44E-6
875173;1773.0;2.3;0.0;0.8;17210.0;76.0;98.4;78.34;14.5;308.28;0.0;0.0;0.0;0.0;1.44E-6
876100;1775.0;2.3;0.0;0.8;17130.0;75.0;34.9;78.34;15.0;308.04;0.0;0.0;0.0;0.0;1.44E-6
877028;1776.0;-1.6;0.0;0.8;17140.0;74.0;98.0;78.34;14.5;309.21;0.0;0.0;0.0;0.0;1.3E-6
877959;1780.0;2.3;0.0;0.8;17080.0;75.0;97.3;78.31;15.5;304.0;0.0;0.0;0.0;0.0;1.3E-6
878890;1784.0;3.9;0.0;0.8;17040.0;74.0;98.0;78.31;15.5;305.59;0.0;0.0;0.0;0.0;1.26E-6
879846;1786.0;3.1;0.0;0.8;16860.0;67.0;0.0;78.31;-3.5;78.34;0.0;0.0;0.0;0.0;1.26E-6
880776;1586.0;0.0;0.0;-3.1;15680.0;21.0;0.0;78.34;32.0;75.14;0.0;0.0;0.0;0.0;1.26E-6
881745;1345.0;0.0;0.0;-5.5;15790.0;21.0;0.0;78.34;32.0;78.74;0.0;0.0;0.0;0.0;3.4E-7
882667;1152.0;0.0;0.0;-8.6;15850.0;23.0;0.0;78.31;32.5;75.05;0.0;0.0;0.0;0.0;3.4E-7
883596;970.0;0.0;0.0;-18.0;15900.0;23.0;0.0;78.34;31.5;78.19;0.0;0.0;0.0;0.0;0.0
884532;1217.0;0.0;0.0;-6.3;15940.0;23.0;0.0;78.31;32.0;81.22;0.0;0.0;0.0;0.0;0.0
885459;1158.0;0.0;0.0;-8.6;15960.0;23.0;0.0;78.28;32.5;78.53;0.0;0.0;0.0;0.0;0.0
886418;1070.0;0.0;0.0;-12.5;15980.0;22.0;0.0;78.28;-5.5;145.25;0.0;0.0;0.0;0.0;0.0
887345;1061.0;0.0;0.0;-0.8;13770.0;51.0;0.0;78.25;10.5;261.82;0.0;0.0;0.0;0.0;0.0
888276;1036.0;-4.7;0.0;-0.8;11820.0;59.0;24.7;78.25;9.5;179.31;0.0;0.0;0.0;0.0;5.8E-7
889204;1013.0;-0.8;0.0;-11.7;10090.0;22.0;0.0;78.28;25.0;91.16;0.0;0.0;0.0;0.0;5.8E-7
890137;826.0;-9.4;0.0;-10.9;8400.0;27.0;0.0;78.25;3.5;118.65;0.0;0.0;0.0;0.0;5.8E-7
891098;1076.0;-3.1;0.0;-0.8;8310.0;26.0;0.0;78.28;28.5;89.53;0.0;0.0;0.0;0.0;2.8E-7
892086;1166.0;-12.5;0.0;-7.0;5940.0;24.0;0.0;78.25;15.5;99.15;0.0;0.0;0.0;0.0;2.8E-7
893017;1271.0;-15.6;0.0;-5.5;5880.0;25.0;6.3;78.25;23.5;100.53;0.0;0.0;0.0;0.0;2.8E-7
893946;1353.0;-13.3;0.0;-3.1;6100.0;26.0;0.0;78.25;24.5;117.5;0.0;0.0;0.0;0.0;2.4E-7
894878;1501.0;-11.7;0.0;-0.8;8330.0;42.0;0.0;78.25;24.0;169.81;0.0;0.0;0.0;0.0;2.4E-7
895836;1749.0;-9.4;0.0;0.8;8830.0;46.0;0.0;78.25;-2.5;226.7;0.0;0.0;0.0;0.0;4.8E-7
896771;1395.0;-7.0;0.0;0.8;12690.0;64.0;5.1;78.28;19.0;227.59;0.0;0.0;0.0;0.0;4.8E-7
897758;1603.0;-4.7;0.0;0.8;12920.0;61.0;19.6;78.25;-4.5;259.23;0.0;0.0;0.0;0.0;4.8E-7
898720;1303.0;-2.3;0.0;0.8;14240.0;74.0;65.5;78.28;4.5;181.91;0.0;0.0;0.0;0.0;7.8E-7
899682;1323.0;10.2;1.0;-2.3;11740.0;36.0;45.9;78.25;21.5;163.07;0.0;0.0;0.0;0.0;7.8E-7
900607;1418.0;7.8;1.0;-1.6;9050.0;39.0;51.0;78.28;22.0;124.6;0.0;0.0;0.0;0.0;4.6E-7
901538;1437.0;-0.8;1.0;-3.1;6360.0;19.0;0.0;78.28;-11.5;84.57;0.0;0.0;0.0;0.0;4.6E-7
902465;1524.0;0.0;1.0;-3.1;5130.0;21.0;0.0;78.31;33.0;79.31;0.0;0.0;0.0;0.0;4.6E-7
903429;1553.0;0.0;1.0;-2.3;5280.0;22.0;0.0;78.28;33.5;78.0;0.0;0.0;0.0;0.0;1.4E-7
904391;1584.0;0.0;1.0;-2.3;5380.0;22.0;0.0;78.28;33.0;77.4;0.0;0.0;0.0;0.0;1.4E-7
905317;1321.0;0.0;1.0;-6.3;5480.0;22.0;0.0;78.28;32.5;78.87;0.0;0.0;0.0;0.0;0.0
906245;1094.0;0.0;1.0;-12.5;5540.0;22.0;0.0;78.31;32.0;77.7;0.0;0.0;0.0;0.0;0.0
907174;1025.0;0.0;1.0;-15.6;5600.0;23.0;0.0;78.34;32.5;78.15;0.0;0.0;0.0;0.0;0.0
908137;1009.0;0.0;1.0;-14.8;5640.0;23.0;0.0;78.34;31.5;79.9;0.0;0.0;0.0;0.0;0.0
909066;1003.0;0.0;1.0;-14.8;5700.0;23.0;0.0;78.34;32.5;80.29;0.0;0.0;0.0;0.0;0.0
909998;1037.0;0.0;1.0;-13.3;5730.0;23.0;0.0;78.34;32.5;82.45;0.0;0.0;0.0;0.0;0.0
910929;1077.0;0.0;1.0;-11.7;5780.0;23.0;0.0;78.34;31.5;82.3;0.0;0.0;0.0;0.0;0.0
911886;1120.0;0.0;1.0;-7.8;5830.0;23.0;0.0;78.34;31.5;82.7;0.0;0.0;0.0;0.0;0.0
912850;1162.0;0.0;1.0;-8.6;5860.0;22.0;0.0;78.34;30.5;77.06;0.0;0.0;0.0;0.0;0.0
913775;1204.0;0.0;1.0;-7.0;5880.0;23.0;0.0;78.34;32.5;81.83;0.0;0.0;0.0;0.0;0.0
914705;1242.0;0.0;1.0;-6.3;5910.0;23.0;0.0;78.34;32.5;81.81;0.0;0.0;0.0;0.0;0.0
915667;1291.0;0.0;1.0;-5.5;5940.0;22.0;0.0;78.34;32.5;79.57;0.0;0.0;0.0;0.0;0.0
916630;1327.0;0.0;1.0;-5.5;5970.0;22.0;0.0;78.34;32.5;80.67;0.0;0.0;0.0;0.0;0.0
917555;1323.0;0.0;1.0;-5.5;6000.0;22.0;0.0;78.34;33.5;79.99;0.0;0.0;0.0;0.0;0.0
918485;1537.0;0.0;1.0;0.0;6010.0;22.0;0.0;78.34;34.5;79.14;0.0;0.0;0.0;0.0;0.0
919447;1760.0;0.0;1.0;0.0;6040.0;22.0;0.0;78.34;34.0;79.46;0.0;0.0;0.0;0.0;0.0
920376;1739.0;0.0;1.0;0.0;6060.0;22.0;0.0;78.34;33.5;79.73;0.0;0.0;0.0;0.0;0.0
921308;1710.0;0.0;1.0;0.0;6080.0;22.0;0.0;78.34;33.5;79.73;0.0;0.0;0.0;0.0;0.0
922236;1689.0;0.0;1.0;0.0;6100.0;22.0;0.0;78.34;34.0;79.93;0.0;0.0;0.0;0.0;0.0
923167;1665.0;0.0;1.0;0.0;6100.0;22.0;0.0;78.34;33.5;81.11;0.0;0.0;0.0;0.0;0.0
924099;1590.0;0.0;1.0;-2.3;6120.0;22.0;0.0;78.34;32.5;80.05;0.0;0.0;0.0;0.0;0.0
925058;1481.0;0.0;1.0;-3.9;6140.0;22.0;0.0;78.38;33.5;79.18;0.0;0.0;0.0;0.0;0.0
926017;1397.0;0.0;1.0;-4.7;6150.0;22.0;0.0;78.34;33.0;79.76;0.0;0.0;0.0;0.0;0.0
926977;1345.0;0.0;1.0;-5.5;6170.0;22.0;0.0;78.34;32.5;81.45;0.0;0.0;0.0;0.0;0.0
927907;1300.0;0.0;1.0;-5.5;6180.0;22.0;0.0;78.38;32.0;81.32;0.0;0.0;0.0;0.0;0.0
928837;1256.0;0.0;1.0;-6.3;6200.0;22.0;0.0;78.38;31.5;80.16;0.0;0.0;0.0;0.0;0.0
929767;1132.0;0.0;1.0;-9.4;6210.0;22.0;0.0;78.41;32.5;82.07;0.0;0.0;0.0;0.0;0.0
930696;992.0;0.0;1.0;-12.5;5730.0;22.0;0.0;78.44;19.0;86.86;0.0;0.0;0.0;0.0;0.0
931626;1030.0;0.0;1.0;-9.4;5390.0;20.0;0.0;78.44;29.0;86.28;0.0;0.0;0.0;0.0;1.4E-7
932587;977.0;-8.6;1.0;-13.3;5410.0;22.0;0.0;78.44;17.5;112.99;0.0;0.0;0.0;0.0;1.4E-7
933522;884.0;-8.6;1.0;-10.9;5440.0;26.0;0.0;78.44;8.0;113.1;0.0;0.0;0.0;0.0;1.4E-7
934446;883.0;-7.8;1.0;-10.9;5450.0;26.0;0.0;78.44;8.0;116.4;0.0;0.0;0.0;0.0;2.2E-7
935376;1221.0;-2.3;1.0;0.0;7080.0;33.0;0.0;78.44;17.5;82.87;0.0;0.0;0.0;0.0;2.2E-7
936370;1351.0;-9.4;1.0;-0.8;7500.0;48.0;0.0;78.44;-4.0;327.67;0.0;0.0;0.0;0.0;6.2E-7
937331;1510.0;-0.8;1.0;0.8;12170.0;77.0;0.0;81.53;14.5;292.47;0.0;0.0;0.0;0.0;6.2E-7
938259;1754.0;-0.8;1.0;0.8;16780.0;77.0;0.0;83.84;-5.5;262.88;0.0;0.0;0.0;0.0;6.2E-7
939219;1323.0;-3.1;1.0;-3.1;14990.0;29.0;0.0;78.44;21.5;136.11;0.0;0.0;0.0;0.0;1.02E-6
940146;1314.0;-4.7;1.0;0.8;12990.0;70.0;0.0;82.41;14.0;327.67;0.0;0.0;0.0;0.0;1.02E-6
941075;1441.0;-0.8;1.0;0.8;17190.0;78.0;0.0;78.44;17.0;249.12;0.0;0.0;0.0;0.0;8.8E-7
942006;1548.0;-4.7;1.0;0.0;14190.0;44.0;0.0;78.44;8.5;85.39;0.0;0.0;0.0;0.0;8.8E-7
942993;1527.0;-13.3;1.0;-3.1;11210.0;18.0;0.0;78.44;-16.0;84.86;0.0;0.0;0.0;0.0;8.8E-7
943924;1470.0;-9.4;1.0;-4.7;8190.0;18.0;0.0;78.44;-17.0;87.58;0.0;0.0;0.0;0.0;3.2E-7
944891;1413.0;-4.7;1.0;-3.9;5550.0;19.0;5.1;78.44;-15.0;79.29;0.0;0.0;0.0;0.0;3.2E-7
945817;1381.0;-13.3;1.0;-7.0;5420.0;18.0;0.0;78.44;5.5;81.79;0.0;0.0;0.0;0.0;3.2E-7
946744;1326.0;-14.1;1.0;-7.0;5440.0;18.0;0.0;78.44;-6.5;79.8;0.0;0.0;0.0;0.0;2.2E-7
947708;1272.0;-16.4;1.0;-8.6;5450.0;17.0;0.0;78.44;-1.5;83.51;0.0;0.0;0.0;0.0;2.2E-7
948669;1201.0;-17.2;1.0;-10.9;5420.0;18.0;0.0;78.44;5.0;82.21;0.0;0.0;0.0;0.0;1.8E-7
949594;1114.0;-15.6;1.0;-12.5;5370.0;18.0;0.0;78.47;11.5;166.61;0.0;0.0;0.0;0.0;1.8E-7
950530;1112.0;-12.5;1.0;0.0;8320.0;57.0;0.0;78.47;3.5;190.01;0.0;0.0;0.0;0.0;1.8E-7
951489;1191.0;-10.2;1.0;0.8;11240.0;90.0;26.7;95.34;7.5;327.67;0.0;0.0;0.0;0.0;4.0E-7
952446;1318.0;-0.8;1.0;0.8;15360.0;97.0;0.0;103.19;6.5;327.67;0.0;0.0;0.0;0.0;4.0E-7
953377;1527.0;-1.6;1.0;0.8;19330.0;91.0;0.0;91.19;14.5;327.67;0.0;0.0;0.0;0.0;1.58E-6
954337;1722.0;-3.9;1.0;0.8;17100.0;70.0;0.0;78.47;18.0;258.11;0.0;0.0;0.0;0.0;1.58E-6
955268;1401.0;-3.9;1.0;0.8;14870.0;75.0;0.0;78.47;16.0;289.14;0.0;0.0;0.0;0.0;1.58E-6
956258;1295.0;-5.5;1.0;0.0;13810.0;58.0;32.9;78.44;19.5;190.75;0.0;0.0;0.0;0.0;1.04E-6
957189;1314.0;1.6;1.0;-3.9;11310.0;29.0;34.1;78.44;21.5;135.58;0.0;0.0;0.0;0.0;1.04E-6
958116;1301.0;5.5;1.0;-3.9;8900.0;29.0;37.6;78.47;21.5;137.32;0.0;0.0;0.0;0.0;3.8E-7
959048;1288.0;6.3;1.0;-3.9;6520.0;28.0;38.4;78.5;21.5;115.85;0.0;0.0;0.0;0.0;3.8E-7
960008;1244.0;2.3;1.0;-6.3;5490.0;19.0;0.0;78.5;-4.0;83.32;0.0;0.0;0.0;0.0;3.8E-7
960969;1220.0;0.0;1.0;-7.0;5100.0;22.0;0.0;78.53;30.5;76.87;0.0;0.0;0.0;0.0;2.2E-7
961899;1192.0;0.0;1.0;-7.8;5540.0;19.0;0.0;78.5;33.5;80.24;0.0;0.0;0.0;0.0;2.2E-7
962889;1150.0;0.0;1.0;-10.2;5500.0;20.0;3.1;78.5;24.0;80.6;0.0;0.0;0.0;0.0;1.4E-7
963822;1123.0;-14.1;1.0;-9.4;5520.0;21.0;0.0;78.53;29.0;90.76;0.0;0.0;0.0;0.0;1.4E-7
964748;1097.0;-14.1;1.0;-10.2;5520.0;22.0;0.0;78.5;23.5;117.46;0.0;0.0;0.0;0.0;1.4E-7
965708;1082.0;-14.1;1.0;-7.0;6060.0;28.0;0.0;78.53;18.5;135.41;0.0;0.0;0.0;0.0;2.2E-7
966667;1076.0;-11.7;1.0;-6.3;6180.0;29.0;0.0;78.53;16.0;171.02;0.0;0.0;0.0;0.0;2.2E-7
967598;1089.0;-10.9;1.0;-0.8;8880.0;53.0;0.0;78.53;14.5;225.68;0.0;0.0;0.0;0.0;4.0E-7
968524;1104.0;-10.2;1.0;0.0;10600.0;53.0;0.0;78.53;15.5;186.66;0.0;0.0;0.0;0.0;4.0E-7
969458;1109.0;-8.6;1.0;-4.7;8850.0;29.0;0.0;78.5;16.0;95.44;0.0;0.0;0.0;0.0;4.0E-7
970420;1092.0;0.0;1.0;-10.2;6970.0;19.0;0.0;78.5;31.0;85.73;0.0;0.0;0.0;0.0;3.6E-7
971345;1061.0;0.0;1.0;-10.2;5440.0;22.0;0.0;78.5;21.5;86.9;0.0;0.0;0.0;0.0;3.6E-7
972308;1047.0;-8.6;1.0;-12.5;5450.0;23.0;5.1;78.53;22.0;119.67;0.0;0.0;0.0;0.0;2.0E-7
973236;1028.0;-9.4;1.0;-8.6;5680.0;28.0;5.1;78.53;18.5;128.25;0.0;0.0;0.0;0.0;2.0E-7
974171;1014.0;-9.4;0.0;-8.6;5820.0;29.0;5.1;78.5;18.0;131.73;0.0;0.0;0.0;0.0;2.0E-7
975097;1004.0;-9.4;0.0;-8.6;6040.0;29.0;5.1;78.53;18.5;128.76;0.0;0.0;0.0;0.0;2.6E-7
976031;994.0;-9.4;0.0;-10.9;5600.0;26.0;5.5;78.53;17.5;144.53;0.0;0.0;0.0;0.0;2.6E-7
976989;1016.0;-8.6;0.0;-5.5;7530.0;41.0;4.3;78.53;13.0;224.26;0.0;0.0;0.0;0.0;2.6E-7
977947;1023.0;-6.3;0.0;-0.8;10590.0;63.0;4.3;78.53;12.5;261.61;0.0;0.0;0.0;0.0;3.6E-7
978905;1067.0;-6.3;0.0;0.0;13910.0;80.0;7.5;83.0;11.0;312.26;0.0;0.0;0.0;0.0;3.6E-7
979898;1095.0;-3.1;0.0;0.0;14390.0;77.0;30.2;83.06;11.0;327.67;0.0;0.0;0.0;0.0;7.0E-7
980856;1142.0;3.1;0.0;0.8;15810.0;84.0;72.2;87.81;11.5;327.67;0.0;0.0;0.0;0.0;7.0E-7
981816;1216.0;10.9;0.0;0.8;16090.0;84.0;0.0;78.53;-0.5;148.53;0.0;0.0;0.0;0.0;7.0E-7
982751;1191.0;-4.7;0.0;-8.6;13690.0;19.0;0.0;78.53;5.0;80.14;0.0;0.0;0.0;0.0;7.6E-7
983706;1160.0;0.0;0.0;-8.6;12600.0;22.0;0.0;78.53;31.0;78.17;0.0;0.0;0.0;0.0;7.6E-7
984636;1051.0;0.0;0.0;-14.8;12660.0;23.0;0.0;78.53;31.0;78.78;0.0;0.0;0.0;0.0;6.0E-8
985598;927.0;0.0;0.0;-12.5;12070.0;21.0;0.0;78.53;30.0;97.77;0.0;0.0;0.0;0.0;6.0E-8
986558;1036.0;0.0;0.0;-12.5;10190.0;21.0;0.0;78.53;23.0;104.41;0.0;0.0;0.0;0.0;6.0E-8
987490;817.0;-8.6;0.0;-10.2;8530.0;28.0;0.0;78.53;5.0;125.32;0.0;0.0;0.0;0.0;1.8E-7
988447;785.0;-9.4;0.0;-7.8;7070.0;33.0;0.0;78.5;-1.0;178.84;0.0;0.0;0.0;0.0;1.8E-7
989381;815.0;-7.0;0.0;-4.7;7900.0;45.0;0.0;78.53;-13.0;188.97;0.0;0.0;0.0;0.0;3.2E-7
990334;825.0;-7.0;0.0;-7.0;6790.0;35.0;0.0;78.53;-5.5;154.79;0.0;0.0;0.0;0.0;3.2E-7
